Judul,Isi Berita,Link,Kategori
Bareskrim Tangkap Bandar Narkoba yang Pasok Ekstasi di Kafe Senopati,"Jakarta - Direktorat Tindak Pidana Narkoba (Dittipinarkoba) Bareskrim Polri meringkus seorang bandar narkoba berinisial D.
D merupakan seorang penjual ekstasi yang ditemukan di dalam kafe KLOUD Sky Dining & Lounge, Senopati, Jakarta Selatan. Kafe tersebut digerebek polisi beberapa waktu lalu.
Direktur Tindak Pidana Narkoba Bareskrim Polri, Brigjen Pol Mukti Juharsa mengatakan D ditangkap pada Senin, 20 November 2023 malam di kawasan Jakarta.
""Bandarnya sudah ditangkap, di daerah Jakarta,"" kata Mukti kepada wartawan, Rabu, 22 November 2023.
Mukti belum mengungkap lebih jelas mengenai penangkapan bandar narkoba tersebut. Dia hanya menjelaskan, pihaknya akan mendalami soal peredaran ekstasi itu.  ""Ya kita kembangin lagi, sampai terus puncaknya begitu ya,"" jelasnya.
Sebelumnya diberitakan, polisi melakukan pemeriksaan dan penggerebekan tempat hiburan malam di kawasan Senopati, pada Sabtu malam, 18 November 2023. Salah satu lokasi, yaitu Kloud Sky Dining & Lounge bahkan sampai disegel oleh polisi.
Direktur Tindak Pidana Narkoba Badan Reserse Kriminal Polri, Brigadir Jenderal Polisi Mukti Juharsa mengungkap alasan penyegelan. Hal itu dilakukan karena pihaknya menemukan barang bukti narkoba saat kegiatan operasi rutin yang dilakukan.
""Kita mengamankan narkoba enam butir ekstasi, dan happy five dua butir di Kloud, sama 28 botol minuman tanpa izin,"" ujar dia pada Minggu, 19 November 2023.
Selain Kloud, polisi pun mendatangi lokasi lain bernama Mr James. Tapi, mantan Direktur Reserse Narkoba Polda Metro Jaya itu mengatakan, Mr James dinyatakan bersih dan tidak didapati barang bukti narkoba. ""(Yang disegel) satu saja (Kloud) yang ada ekstasinya,"" katanya.",https://www.viva.co.id/berita/kriminal/1660019-bareskrim-tangkap-bandar-narkoba-yang-pasok-ekstasi-di-kafe-senopati?page=all,kriminal
Detik-detik Tersangka Penggelapan Mobil Jessica Iskandar Ditangkap saat JJS di Bangkok,"Jakarta -  Christopher Sfefanus Budianto (CSB) yang merupakan tersangka kasus penipuan dan penggelapan sewa mobil artis Jessica Iskandar, ditangkap saat sedang jalan-jalan sore (JJS) di Bangkok, Thailand.
""Jadi yang bersangkutan sedang melakukan kegiatan aktivitas biasa, berjalan di sore hari, di pinggir jalan suatu jalan protokol, kemudian sudah diikuti oleh petugas, kemudian pukul tiga sore diamankan,"" kata Kepala Subdirektorat Ranmor Direktorat Reserse Kriminal Umum Polda Metro Jaya, Komisaris Polisi Yuliansyah di Markas Polda Metro Jaya, Rabu 22 November 2023.
Penangkapan dilakukan bersama dengan kepolisian (Royal Thai Police) setempat di Bangkok. Tidak ada perlawanan dari Christopher saat dicokok. Dengan kerja sama baik, yang bersangkutan kemudian diterbangkan ke Tanah Air. Christopher tiba di Indonesia Selasa malam. ""Tidak ada perlawanan. Yang bersangkutan cukup kooperatif,"" katanya.
Sebelumnya diberitakan, Christopher Sfefanus Budianto (CSB) yang merupakan tersangka kasus penipuan dan penggelapan sewa mobil artis Jessica Iskandar, ditangkap. Hal itu diungkap Kepala Divisi Hubungan Internasional Polri, Inspektur Jenderal Polisi Krishna Murti.
""Benar, yang bersangkutan telah ditangkap,"" kata dia kepada wartawan, Senin 20 November 2023.
Adapun yang bersangkutan ditangkap di Thailand. Christopher sebelumnya sudah masuk red notice Interpol. Dengan bantuan polisi dan imigrasi Thailand, alhasil tersangkapun berhasil diamankan. Kini, pelaku masih di sana.
Direktorat Reserse Kriminal Umum Polda Metro Jaya masih memburu Christoper Steffanus Budianto, tersangka kasus penipuan dan penggelapan mobil rental yang dilaporkan  Jessica Iskandar alias Jedar.
""Belum tertangkap, masih kita kejar,"" ujar Kasubdit Ranmor Ditreskrimum Polda Metro Jaya Kompol Yuliansyah saat dikonfirmasi, Rabu, 14 Juni 2023.
Yuliansyah mengatakan proses pengejaran terhadap Christoper Steffanus itu difokuskan ke luar negeri. Pihaknya menduga, Christoper kabur ke dua negara yakni Malaysia dan Singapura. ""Indikasi Singapore atau Malaysia. Koordinasi dengan interpol melalui Divhubinter untuk pelacakan pelaku di sana,” jelasnya.
Christoper Steffanus ditetapkan sebagai tersangka kasus penipuan dan penggelapan mobil yang dilaporkan Jedar. ""Iya benar inisial CSB telah ditetapkan sebagai tersangka oleh penyidik,"" kata Kabid Humas Polda Metro Jaya, Kombes Pol Trunoyudo Wisnu Andiko.
Diketahui, polisi telah memanggil Cristopher Stefanus sebelum ditetapkan sebagai tersangka sebanyak dua kali. Namun, dari dua panggilan tersebut, Cristopher tak pernah hadir.
Adapun laporan Jessica Iskandar atas kasus penipuan dan penggelapan mobil ini dilaporkan ke Polda Metro Jaya pada 15 Juni 2022. Saat itu, Cristopher Stefanus dilaporkan dengan dugaan Pasal 378 KUHP dan atau Pasal 372 KUHP tentang Penipuan.",https://www.viva.co.id/berita/kriminal/1659947-detik-detik-tersangka-penggelapan-mobil-jessica-iskandar-ditangkap-saat-jjs-di-bangkok?page=all,kriminal
"Pengakuan Mengejutkan Ghisca Debora, Jadi Calo Tiket Konser Artis Internasional sejak 2022","Jakarta - Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untung miliaran rupiah telah jadi reseller tiket konser artis internasional sejak tahun 2022.
""Jadi tersangka profilnya sejak tahun 2022 itu sudah sering menjadi reseller tiket konser-konser internasional,"" ujar Kapolres Metro Jakarta Pusat, Komisaris Besar Polisi Susatyo Purnomo Condro kepada wartawan, Selasa 21 November 2023.
Sebelum konser Coldplay, Ghisca mengklaim selalu berhasil mendapatkan tiket konser artis internasional yang manggung di Tanah Air. Tapi, untuk tiket konser Coldplay, Ghisca gagal mendapatkannya.
""Biasanya menurut keterangan tersangka itu bisa didapatkan, tapi kali ini tersangka tidak bisa menghadirkan tiket yang dijanjikan terhadap konser Coldplay,"" kata dia.
Kepala Satuan Reserse Kriminal Polres Metro Jakarta Pusat, Komisaris Polisi Chandra Mata Rohansyah menambahkan, pihaknya belum dapat informasi Ghisca pernah menipu tiket konser selain Coldplay. Pun polisi belum mendapati indikasi keterlibatan pihak lain dalam aksi penipuan yang dilakukan Ghisca.
""Berdasarkan hasil penyelidikan dan penyidikan sampai sejauh ini belum ada (keterlibatan pihak lain,"" katanya.
Sebelumnya diberitakan, Polres Metro Jakarta Pusat mencokok Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untun Rp15 miliar. Penangkapan merujuk lima laporan polisi yang masuk ke sana.
Dari total lima laporan yang diterima Polrestro Jakpus, Kapolres Metro Jakarta Pusat, Komisaris Besar Polisi Susatyo Purnomo Condro mengatakan kerugiannya beda-beda. Tapi, jika dijumlah mencapai Rp5,1 miliar.
“Ada total kerugian dari semua pelapor Rp5,1 M atau 2.268 tiket,” kata dia kepada wartawan, Senin 20 November 2023.
Untuk diketahui, nama Ghisca Debora Aritonang tengah menjadi perbincangan hangat di media sosial. Pasalnya, wanita ini dituding melakukan penipuan tiket konser Coldplay yang telah di gelar pada Rabu, 15 November 2023 di Stadion Gelora Bung Karno.
Tak tanggung-tanggung, Gischa Deborah meraup untung hingga Rp15 Miliar dalam aksinya menipu calon penonton konser Coldplay.",https://www.viva.co.id/berita/kriminal/1659885-pengakuan-mengejutkan-ghisca-debora-jadi-calo-tiket-konser-artis-internasional-sejak-2022?page=all,kriminal
"Ghisca Debora ke Belanda Cari Kampus dan Temui Kekasih, Pakai Uang Penipuan Tiket Coldplay?","Jakarta - Tujuan Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untung miliaran rupiah ke Belanda terkuak. Usut punya usut, yang bersangkutan plesiran ke sana mencari kampus hingga menemui sang kekasih.
""Kalau untuk yang ke Belanda, memang dia dari UPH terus Trisakti internasional, kan untuk kelanjutannya harus keluar (negeri), makannya dipilih lah ke Netherland, pergi lah ke sana dia sekalian melihat pacarnya di sana. Ada katanya pacarnya di sana, sambil melihat-lihat universitas yang bagus di sana,"" kata Kepala Satuan Reserse Kriminal Polres Metro Jakarta Pusat, Komisaris Polisi Chandra Mata Rohansyah kepada wartawan, Selasa 21 November 2023.
Kata dia, Ghisca dan keluarga memang kerap liburan ke beberapa negara. Hal itu dilakukan sebelum Ghisca menjalani jual beli tiket konser artis internasional pada tahun 2022.
""Kalau mereka kan memang habbit-nya mereka itu suka jalan-jalan, karena bapaknya keluarganya habbit-nya jalan-jalan kalau punya uang, jalan-jalan. mereka suka jalan jalan ke Singapura lah, Malaysia, Belanda, sebelum si Ghisca bermain tiket sejak tahun 2022,"" kata dia.
Meski begitu, pihaknya masih mendalami pengakuan Ghisca ke Belanda periode Mei-November apakah ada kaitannya dengan aksi tipu-tipu tiket konser Coldplay yang dilakukannya.
""Sementara itu dari pengakuan, karena dari yang lain belum kita dapat untuk mematahkan pengakuan dia. Jadi masih mengacu pengakuan dia,"" ujar dia.
Sebelumnya diberitakan, Polres Metro Jakarta Pusat mencokok Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untun Rp15 miliar. Penangkapan merujuk lima laporan polisi yang masuk kesana.
Dari total lima laporan yang diterima Polrestro Jakpus, Kapolres Metro Jakarta Pusat, Komisaris Besar Polisi Susatyo Purnomo Condro mengatakan kerugiannya beda-beda. Tapi, jika dijumlah mencapai Rp5,1 miliar.
“Ada total kerugian dari semua pelapor Rp5,1 M atau 2.268 tiket,” kata dia kepada wartawan, Senin 20 November 2023.
Untuk diketahui, nama Ghisca Debora Aritonang tengah menjadi perbincangan hangat di media sosial. Pasalnya, wanita ini dituding melakukan penipuan tiket konser Coldplay yang telah di gelar pada Rabu, 15 November 2023 di Stadion Gelora Bung Karno.
Tak tanggung-tanggung, Gischa Deborah meraup untung hingga Rp15 Miliar dalam aksinya menipu calon penonton konser Coldplay.",https://www.viva.co.id/berita/kriminal/1659888-ghisca-debora-ke-belanda-cari-kampus-dan-temui-kekasih-pakai-uang-penipuan-tiket-coldplay?page=all,kriminal
Polisi Ungkap Siswa SMK yang Dikira Korban Kecelakaan Ternyata Dibacok Pelajar Lain,"Jakarta– Seorang pelajar SMK dengan inisial MR (16) sempat dikira menjadi korban kecelakaan lalu lintas di kawasan Grogol, Jakarta Barat. Namun, ternyata MR terluka akibat dibacok oleh sesama pelajar.
Peristiwa ini terjadi di Jalan Kyai Tapa Raya, Grogol Petamburan, Jakarta Barat pada Jumat, 10 November 2023 yang lalu. Saat itu, korban maupun pelaku hendak melakukan aksi tawuran.
Kapolsek Tanjung Duren, Kompol Muharram Wibisono menyebutkan, saat itu MR bersama rekannya bertemu dengan pelaku berinisial AP (17) dan PAF (17) saat melintas di Jalan Daan Mogot. Cekcok kemudian terjadi antara pelaku dengan korban.
""Perselisihan timbul di antara mereka, memicu kejar-kejaran. Saat korban berboncengan di sepeda motor, pelaku dengan cepat mendekati dan membacok punggung kiri korban,"" ujar Kompol Muharram dalam keterangan tertulis kepada wartawan, Selasa, 21 November 2023.
Muharram menjelaskan, korban jatuh dari motornya karena dibacok oleh kedua pelaku. Kemudian, dari informasi yang masuk ke pihak kepolisian awalnya menyebutkan jika MR terlibat kecelakaan lalu lintas bukan dibacok.
""Awalnya polisi menerima laporan kecelakaan lalu lintas yang dialami korban, namun setelah penyelidikan terungkap bahwa ini adalah hasil dari tindak pembacokan yang dilakukan oleh AP dan PAF,"" kata Muharram.
Dari hasil pendalaman yang dilakukan oleh pihak kepolisian ditemukan fakta jika MR lebih dulu dibacok kemudian terjatuh menabrak trotoar. Pada Rabu, 15 November 2023, pihak kepolisian berhasil menangkap dua pelajar yang terlibat dalam aksi pembacokan terhadap korban.
""AP dan PAF saat ini telah ditahan di Mapolsek Tanjung Duren. Tindakan mereka dijerat dengan Pasal 170 KUHP tentang pengeroyokan,"" ujarnya.",https://www.viva.co.id/berita/kriminal/1659879-polisi-ungkap-siswa-smk-yang-dikira-korban-kecelakaan-ternyata-dibacok-pelajar-lain?page=all,kriminal
Polisi Minta Rekening Ghisca Debora yang Tipu-tipu Tiket Coldplay Diblokir,"Jakarta -- Polisi meminta rekening milik Ghisca Debora Aritonang yang diduga melakukan penipuan tiket konser Coldplay hingga meraup untung miliaran rupiah untuk diblokir.
""Pengajuan pemblokiran rekening, mutasi rekening kita sita,"" ujar Kepala Satuan Reserse Kriminal Polres Metro Jakarta Pusat, Komisaris Polisi Chandra Mata Rohansyah kepada wartawan, Selasa, 21 November 2023.
Sejauh ini polisi belum menjerat Ghisca dengan tindak pidana pencucian uang (TPPU). Tapi, dia memastikan proses penelusuran dana di rekening Ghisca tetap dilakukan oleh pihaknya.
""Kita nggak nerapin TPPU, tapikan bukan berarti kita nggak periksa rekening. Pemeriksaan rekeningkan tetap kita lakukan,"" kata dia.
Sebelumnya diberitakan, Polres Metro Jakarta Pusat menangka[ Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untun Rp15 miliar. Penangkapan merujuk lima laporan polisi yang masuk kesana.
Dari total lima laporan yang diterima Polrestro Jakpus, Kapolres Metro Jakarta Pusat, Komisaris Besar Polisi Susatyo Purnomo Condro mengatakan kerugiannya beda-beda. Tapi, jika dijumlah mencapai Rp5,1 miliar.
“Ada total kerugian dari semua pelapor Rp5,1 M atau 2.268 tiket,” kata dia kepada wartawan, Senin 20 November 2023.
Untuk diketahui, nama Ghisca Debora Aritonang tengah menjadi perbincangan hangat di media sosial. Pasalnya, wanita ini dituding melakukan penipuan tiket konser Coldplay yang telah di gelar pada Rabu, 15 November 2023 di Stadion Gelora Bung Karno.
Tak tanggung-tanggung, Gischa Deborah meraup untung hingga Rp15 miliar dalam aksinya menipu calon penonton konser Coldplay.",https://www.viva.co.id/berita/kriminal/1659871-polisi-minta-rekening-ghisca-debora-yang-tipu-tipu-tiket-coldplay-diblokir?page=all,kriminal
"Kejar-Kejaran Motor lalu Cekcok, Pria di Pasar Rebo Tewas Ditikam","Jakarta - Seorang pria berinisial B (23) tewas di kawasan Pasar Rebo, Jakarta Timur. Pria tersebut tewas lantaran ditikam oleh seseorang yang tidak dikenal.
Hal itu dibenarkan Kapolsek Pasar Rebo, Komisaris Polisi Harris Akhmat. Kata dia, pihaknya masih menyelidiki kasus tersebut termasuk memburu pelaku penikaman terhadap korban.
""Pelaku dalam penyelidikan,"" ujar dia kepada wartawan, Selasa 21 November 2023.
Adapun kejadian tersebut terjadi pada Selasa dini hari tadi sekira pukul 02.00 WIB. Korban sempat mengendarai sepeda motor dan mengejar pelaku yang kemudian terlibat keributan.
""Korban dan pelaku sempat terlibat perkelahian dimana korban mengendarai motor, mengejar pelaku, kemudian terlibat perkelahian dan korban tergeletak di TKP (tempat kejadian perkara),"" ucapnya.
Kata dia, korban ditolong oleh sejumlah saksi di sekitar lokasi. Tapi, korban meninggal dunia di lokasi karena menderita luka akibat tusukan senjata tajam. Luka penusukan yang dialami oleh korban ada lebih dari satu luka tusuk.
""Luka tusuk di dada dan perut akibar diduga senjata tajam jenis pisau,"" kata dia.",https://www.viva.co.id/berita/kriminal/1659856-kejar-kejaran-motor-lalu-cekcok-pria-di-pasar-rebo-tewas-ditikam?page=all,kriminal
Polisi Buru 5 Anggota Tim Joki Seleksi CPNS Kejaksaan di Lampung,"Lampung – Kepolisian Daerah Lampung (Polda Lampung) tengah memburu lima orang anggota jaringan joki CPNS Kejaksaan 2023. Kelima orang yang dalam pengejaran Polda Lampung  itu masing-masing berinisial A, R, T, A, dan I.
Kabid Humas Polda Lampung, Kombes Pol Umi Fadilah Astutik mengatakan pihak Direktorat Reserse Kriminal Khusus (Ditreskrimsus) Polda Lampung telah mengantongi identitas kelima orang itu.
""Identitas lima orang itu sudah diketahui, mereka menyediakan fasilitas kepada RDS yang menjadi joki tes CPNS itu,"" kata Kombes Umi, Selasa, 21 November 2023
Kombes Umi mengungkapkan, peran kelima orang ini seperti memanipulasi kartu identitas RDS agar menyerupai peserta ujian yang menggunakan jasa joki tersebut. ""Kartu identitas yang dibawa RDS sudah diedit atau dimanipulasi, pada kolom nama adalah nama peserta tetapi fotonya adalah RDS,"" ungkap Kombes Umi.
Berdasarkan pendalaman penyelidikan, diduga jaringan joki tes CPNS ini lebih dari lima orang. ""Dugaan sementara ada sekitar 6 - 7 orang yang masuk dalam jaringan tersebut. Ini juga masih kita dalami,"" beber Kombes Umi.
Diketahui, RDS (20) diduga menerima order dari dua peserta. ""RDS menjadi joki tes CPNS untuk dua orang peserta, tetapi berbeda hari. Semuanya untuk ujian atau tes CAT CPNS Kejaksaan tahun 2023,"" kata Umi.
Umi menjelaskan dua peserta pengguna jasa itu telah diketahui identitasnya. ""Dua peserta ujian yang menggunakan jasa RDS yaitu N, warga Kabupaten Lampung Tengah dan D, warga Palembang,"" tandasnya
Laporan: Pujiansyah/tvOne Lampung",https://www.viva.co.id/berita/kriminal/1659774-polisi-buru-5-anggota-tim-joki-seleksi-cpns-kejaksaan-di-lampung?page=all,kriminal
"Ghisca Debora Plesiran ke Belanda Diduga Pakai Uang Hasil Penipuan, Lagi Diselidiki Polisi","Jakarta - Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untung miliaran rupiah ternyata memang sempat pelesiran ke negeri kincir angin Belanda.
Hal itu diungkap Kapolres Metro Jakarta Pusat, Komisaris Besar Polisi Susatyo Purnomo Condro. Namun, polisi masih mendalami informasi beredar menyebut aliran uang penipuan Ghisca juga disimpan di bank Belanda.
""Sampai saat ini kami masih mendalami semua informasi yang diberikan oleh masyarakat terkait ada uang mengalir ke Belanda dan sebagainya,"" katanya kepada wartawan, Senin 20 November 2023.
Adapun Ghisca melancong ke Belanda pada kurun waktu bulan Mei-November. Mantan Kapolsek Metro Gambir ini mengatakan, pihaknya sudah menyita paspor milik Gischa. Paspor itu disita sebagai salah satu barang bukti dalam kasus ini.
""Sesuai data perlintasan paspor, pernah ke Belanda,"" katanya lagi.
Sebelumnya diberitakan, Polres Metro Jakarta Pusat mencokok Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup uang Rp15 miliar. Penangkapan merujuk lima laporan polisi yang masuk.
Kapolres Metro Jakarta Pusat, Komisaris Besar Polisi Susatyo Purnomo Condro mengatakan dari total lima laporan yang diterima Polres Jakpus, kerugiannya beda-beda. Tapi, jika dijumlah mencapai Rp5,1 miliar.
“Ada total kerugian dari semua pelapor Rp5,1 miliar atau 2.268 tiket,” kata dia kepada wartawan, Senin 20 November 2023.
Untuk diketahui, nama Ghisca Debora Aritonang tengah menjadi perbincangan hangat di media sosial. Pasalnya, wanita ini dituding melakukan penipuan tiket konser Coldplay yang telah di gelar pada Rabu, 15 November 2023 di Stadion Gelora Bung Karno.
Tak tanggung-tanggung, Gischa Deborah meraup untung hingga Rp15 miliar dalam aksinya menipu calon penonton konser Coldplay.",https://www.viva.co.id/berita/kriminal/1659392-ghisca-debora-plesiran-ke-belanda-diduga-pakai-uang-hasil-penipuan-lagi-diselidiki-polisi?page=all,kriminal
Pengakuan Mengejutkan Ghisca Debora Raup Miliaran Rupiah dari Menipu Tiket Coldplay,"Jakarta- Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untung miliaran rupiah mengklaim siap menghadapi proses hukum atas aksi tipu-tipunya.
""Saya akan mengikuti proses hukum dan proses ini sudah saya serahkan ke pihak kepolisian,"" ujarnya kepada wartawan, Senin 20 November 2023.
Ghisca mengakui kesalahannya yang telah melakukan aksi tipu-tipu hingga mendapat untung mencapai Rp5,1 miliar. ""Saya Ghisca Debora Aritonang, saya mengakui kesalahan saya,"" katanya.
Sebelumnya diberitakan, Polres Metro Jakarta Pusat mencokok Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untun Rp15 miliar. Penangkapan merujuk lima laporan polisi yang masuk kesana.
Dari total lima laporan yang diterima Polrestro Jakpus, Kapolres Metro Jakarta Pusat, Komisaris Besar Polisi Susatyo Purnomo Condro mengatakan kerugiannya beda-beda. Tapi, jika dijumlah mencapai Rp5,1 miliar.
“Ada total kerugian dari semua pelapor Rp5,1 M atau 2.268 tiket,” kata dia kepada wartawan, Senin 20 November 2023.
Untuk diketahui, nama Ghisca Debora Aritonang tengah menjadi perbincangan hangat di media sosial. Pasalnya, wanita ini dituding melakukan penipuan tiket konser Coldplay yang telah di gelar pada Rabu, 15 November 2023 di Stadion Gelora Bung Karno.
Tak tanggung-tanggung, Gischa Deborah meraup untung hingga Rp15 Miliar dalam aksinya menipu calon penonton konser Coldplay.",https://www.viva.co.id/berita/kriminal/1659352-pengakuan-mengejutkan-ghisca-debora-raup-miliaran-rupiah-dari-menipu-tiket-coldplay?page=all,kriminal
Gischa Debora Pakai Uang Hasil Penipuan Tiket Coldplay Buat Beli Tas hingga Sandal Hermes,"Jakarta- Sejumlah barang bermerek disita dari Gischa Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untung miliaran rupiah.
Barang-barang tersebut diduga dibeli Ghisca dari hasil penipuan yang dilakukannya. Adapun hal tersebut diungkap oleh Kapolres Metro Jakarta Pusat, Komisaris Besar Polisi Susatyo Purnomo Condro.
""Berbagai barang-barang branded atau bermerek yang setidaknya dibeli sejak bulan Mei atau sejak GDA menerina uang-uang pemesanan tiket, total barang bukti ini kurang lebih ada Rp600 juta,"" ucapnya kepada wartawan, Senin 20 November 2023.
Sejumlah barang bukti yang dipampang polisi diantaranya ada beberapa tas mewah merek Hermes. Kemudian ada sendal merek Hermes, juga macbook. Susatyo mengatakan, Gischa sudah memakai uang miliaran rupiah hasil penipuan itu untuk keperluan pribadinya.
""Dan sisanya hampir sekitar Rp2 miliar itu digunakan pribadi oleh tersangka dan saat ini kami masih melakukan pendalaman pengembangan terhadap uang atau barang hasil kejahatan yang dilakukan oleh tersangka,"" katanya.
Sebelumnya diberitakan, Polres Metro Jakarta Pusat mencokok Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untun Rp15 miliar. Penangkapan merujuk lima laporan polisi yang masuk kesana.
Dari total lima laporan yang diterima Polrestro Jakpus, Kapolres Metro Jakarta Pusat, Komisaris Besar Polisi Susatyo Purnomo Condro mengatakan kerugiannya beda-beda. Tapi, jika dijumlah mencapai Rp5,1 miliar.
“Ada total kerugian dari semua pelapor Rp5,1 M atau 2.268 tiket,” kata dia kepada wartawan, Senin 20 November 2023.
Untuk diketahui, nama Ghisca Debora Aritonang tengah menjadi perbincangan hangat di media sosial. Pasalnya, wanita ini dituding melakukan penipuan tiket konser Coldplay yang telah di gelar pada Rabu, 15 November 2023 di Stadion Gelora Bung Karno.
Tak tanggung-tanggung, Gischa Deborah meraup untung hingga Rp15 Miliar dalam aksinya menipu calon penonton konser Coldplay.",https://www.viva.co.id/berita/kriminal/1659338-gischa-debora-pakai-uang-hasil-penipuan-tiket-coldplay-buat-beli-tas-hingga-sandal-hermes?page=all,kriminal
"20 Kali Beraksi, Keluarga Komplotan Pencuri Motor Gunakan Pistol Mainan Ancam Korban","Jakarta – Satu keluarga dengan masing-masing inisial JD, AM, WD, AR, NV, dan SJ, kompak bekerja sama melakukan puluhan aksi pencurian sepeda motor di wilayah Hukum Jakarta Barat.
Kapolsek Kebon Jeruk Kompol Sutrisno mengatakan para pelalu sudah 20 kali mencuri sepeda motor dalam setahun belakangan. Empat dari delapan pelaku, kini telah ditangkap dan menjalani proses hukum.
Salah satu pelaku dengan inisial AM, kerap membawa pistol dalam melakukan aksinya. Namun ketika diinterogasi polisi, AM mengakui bahwa itu adalah pistol mainan untuk menakut-nakuti korban.
""Pistol diamankan dari si AM pelaku yang pertama diamankan. Kalau sementara dari pengakuannya, (pistol mainan) belum digunakan, cuma dibawa saja,"" ujar Sutrisno saat rilis kasus di Mapolsek Kebon Jeruk, Senin 20 November 2023.
Sutrisno menjelaskan  penangkapan komplotan pencuri motor ini bermula dari adanya laporan masyarakat yang kehilangan sepeda motor. Selanjutnya Polisi menangkap AM dan JD yang tertangkap warga dan diamuk massa.
Dalam kasus ini JD babak belur dihajar warga kemudian meninggal di rumah sakit. ""Kami berhasil menangkap satu orang, si AM. Dikembangkan lagi, ditangkap tiga orang di Pegadungan, Kalideres, Kembangan total empat pelaku,"" ujarnya.
Sutrisno mengatakan para pelaku kerap beraksi menjelang malam hari. Dari total 20 lokasi kejadian, sembilan di antaranya di Kebon Jeruk.
Usai tertangkap, para tersangka mengaku membobol kotak kunci dengan kunci leter T, dan magnet dan juga menduplikat kunci untuk menjual kembali sepeda motor hasil curian.
""Untuk kendaraan yang diamankan tujuh unit, berikut barang bukti ada magnet, kunci T, kunci 42, kunci palsu, berikut senjata mainan yang mirip senjata api,"" ujarnya.
Para pelaku menjual sepeda motor curian kepada penadah berinisial ST, dan AD. Kini, tiga tersangka yakni AM, ST, dan AD telah ditahan di Mapolsek Kebon Jeruk. Sedangkan WD dibina di Sentra Handayani Dinas Sosial, Jakarta Timur.
Dalam kasus ini juga polisi masih melakukan pengejaran kepada tiga pelaku lain berinisial AR, NV, dan SJ.
Atas perbuatannya pelaku yang berhasil tertangkap lebih dahulu dijerat Pasal 363 Pasal Undang-Undang Hukum Pidana (KUHP) tentang Pencurian dengan Pemberatan dan Pasal 480 tentang Pertolongan Jahat.",https://www.viva.co.id/berita/kriminal/1659337-20-kali-beraksi-keluarga-komplotan-pencuri-motor-gunakan-pistol-mainan-ancam-korban?page=all,kriminal
"Cara Ghisca Debora Tipu-tipu hingga Raup Miliaran, Ngaku Kenal Promotor Coldplay","Jakarta- Ghisca Debora Aritonang yang diduga melakukan penipuan tiket konser Coldplay hingga meraup untung miliaran rupiah mengaku kenal pihak promotor. Modus ini yang dipakai menipu.
Debora memang ikut war tiket. Dia juga dapat tiketnya. Kemudian, Debora mulai menjual dan menawarkan tiket tersebut ke teman-temannya.
""Kemudian GDA ini menawarkan kepada teman-temannya sebagai reseller dengan dalih tiket tersebut adalah tiket compliment yang dijanjikan akan dapat menjelang pelaksanaan Coldplay,"" ucap Kapolres Metro Jakarta Pusat, Komisaris Besar Polisi Susatyo Purnomo Condro kepada wartawan, Senin 20 November 2023.
Alhasil, para korban pun percaya kalau Debora benar kenal dengan promotor. Padahal sejak bulan Mei hingga November dia sama sekali tidak ada komunikasi dengan pihak promotor.
""Yang bersangkutan meyakinkan kenal dengan perantara atau promotor, padahal sampai bulan Mei dengan November tidak ada komunikasi apapun dengan pihak perantara atau tiket dan sebagainya,"" ujar dia.
Sebelumnya diberitakan, Polres Metro Jakarta Pusat menangkap Ghisca Debora Aritonang yang melakukan penipuan tiket konser Coldplay hingga meraup untun Rp15 miliar. Penangkapan merujuk lima laporan polisi yang masuk kesana.
Dari total lima laporan yang diterima Polrestro Jakpus, Kapolres Metro Jakarta Pusat, Komisaris Besar Polisi Susatyo Purnomo Condro mengatakan kerugiannya beda-beda. Tapi, jika dijumlah mencapai Rp5,1 miliar.
“Ada total kerugian dari semua pelapor Rp5,1 M atau 2.268 tiket,” kata dia kepada wartawan, Senin 20 November 2023.
Untuk diketahui, nama Ghisca Debora Aritonang tengah menjadi perbincangan hangat di media sosial. Pasalnya, wanita ini dituding melakukan penipuan tiket konser Coldplay yang telah di gelar pada Rabu, 15 November 2023 di Stadion Gelora Bung Karno.
Tak tanggung-tanggung, Gischa Debora meraup untung hingga Rp15 miliar dalam aksinya menipu calon penonton konser Coldplay.",https://www.viva.co.id/berita/kriminal/1659325-cara-ghisca-debora-tipu-tipu-hingga-raup-miliaran-ngaku-kenal-promotor-coldplay?page=all,kriminal
